intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
3834000,0.0014249916931235417,0.9960988296488946,0.0014235050038245082,0.0011404865501584117,8.986422976501306,8.0,65.2820578271708,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021828835.1 Acidobacteria bacterium, ASM2182883v1",9f9b4a4a5e588f7c34a84ac57fdfb0d3,0.9971391417425227,3830000,10,310193000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.80944527931358,0.9999075862596336,0.9046764327866068,0.9999075862596336,False,34418,2098528,30178348
3653000,0.001357719002342279,0.9715425531914894,0.001357719002342279,0.0005938694855000015,4.906104571584999,4.0,2.923647127971339,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021805735.1 Firmicutes bacterium, ASM2180573v1",7a335e8f0b86ea931d2def25ae183510,0.9715425531914894,3653000,11,306540000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8081835317891015,0.999069136439034,0.9036263341140678,0.999069136439034,False,17922,2116450,30178348
3749000,0.0013933995455190813,0.5320456540825286,0.001351400572821387,0.0003834537264929147,3.1826182618261827,2.0,8.222509645593474,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCF_021603645.1 Pseudomonas sp. BML-PP015 strain=BML-PP015, ASM2160364v1",7f63173b46c32405d96fa9d913a6acbc,0.5485806262803629,3636000,12,302904000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8088600921069602,0.9808179428518231,0.8948390174793917,0.9808179428518231,False,11572,2128022,30178348
3601000,0.0013383920414548444,0.9991671293725708,0.0013376486968053277,0.0026573687863895,22.28257849402612,21.0,23.455334446474904,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021851325.1 Proteobacteria bacterium, ASM2185132v1",03a34cdbf07c37446eb21b58653aaf96,0.9997223764575236,3599000,13,299305000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8078098421079386,0.9999910431985954,0.9039004426532671,0.9999910431985954,False,80195,2208217,30178348
3557000,0.0013220384591654767,0.8826746209296545,0.0013198084252169266,0.0036965575451645,31.4153759504365,32.0,24.33238296459841,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCF_000202835.1 Acidiphilium multivorum AIU301 strain=AIU301, ASM20283v1",87d3243a10815632831f7b560be99350,0.8841660452398707,3551000,14,295754000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8074895414872084,0.9960365719704265,0.9017630567288175,0.9960365719704265,False,111556,2319773,30178348
3425000,0.0012729777122973734,0.9994162288382954,0.0012726060399726152,0.0012518246525621615,11.033294392523365,11.0,4.652975019292009,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021851525.1 Actinomycetia bacterium, ASM2185152v1",c4ef5843195baa00e357ba28413c8fc2,0.9997081144191476,3424000,15,292330000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8065051084482726,0.999990583006026,0.9032478457271493,0.999990583006026,False,37778,2357551,30178348
3388000,0.0012592258362813143,0.9994100294985251,0.0012592258362813143,0.004594651768214748,40.92650531286895,41.0,12.962126966085412,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021828685.1 Actinomycetia bacterium, ASM2182868v1",c903b3e1b9eb9cd5f2c961dca7f1ea89,0.9994100294985251,3388000,16,288942000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8062225769009314,0.9999809632585381,0.9031017700797348,0.9999809632585381,False,138659,2496210,30178348
3376000,0.001254765768384214,0.9731679169070975,0.0012536507514099389,0.002118704443331358,18.956122146457158,17.0,13.699925731161269,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021809425.1 Actinomycetia bacterium, ASM2180942v1",45099bc82f7d51a352acdfe4ad037415,0.9740334679746105,3373000,17,285569000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.806130303504569,0.9991516627977818,0.9026409831511755,0.9991516627977818,False,63939,2560149,30178348
3352000,0.0012458456325900136,0.88829928362961,0.00124435894329098,0.0008174403714875314,7.368279569892473,6.0,16.722781084360246,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021845505.1 Proteobacteria bacterium, ASM2184550v1",cfa97b2f5c94a3c39c5a3b08003bc577,0.889360573096312,3348000,18,282221000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8059448006161304,0.99622480430589,0.9010848024610102,0.99622480430589,False,24669,2584818,30178348
3360000,0.0012488190111880804,0.9681547619047619,0.001209050072438936,0.00314341262152587,29.161696895173687,28.0,10.985849370530643,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021846275.1 Acidobacteria bacterium, ASM2184627v1",d615c154f49c445aa38507f769963a29,1.0,3253000,19,278968000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8060067773295939,1.0,0.903003388664797,1.0,False,94863,2679681,30178348
3306000,0.001228748705651129,0.9765625,0.0012079350554646611,0.005055975893710285,46.948,48.0,17.033073818084265,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021805825.1 Proteobacteria bacterium, ASM2180582v1",6507a817b924cc31e30ebf5705835c68,0.9933894230769231,3250000,20,275718000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.805585632512542,0.9997860705132693,0.9026858515129057,0.9997860705132693,False,152581,2832262,30178348
3337000,0.0012402705477186382,0.8287917737789203,0.0011982715750209437,0.0003440877545715889,3.2208436724565757,3.0,2.528176165234528,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021851715.1 Planctomycetes bacterium, ASM2185171v1",e2bcea263850ad98b78bcf38cdac5b7b,0.857840616966581,3224000,21,272494000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8058282074824566,0.9950658595819769,0.9004470335322168,0.9950658595819769,False,10384,2842646,30178348
3218000,0.0011960415410723936,0.9496381182147166,0.001170396150664067,0.002045605677288896,19.60400127024452,10.0,34.388719882012616,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021851885.1 Actinomycetia bacterium, ASM2185188v1",6f1c93666fd9657dc8145abda6885cf0,0.9704463208685162,3149000,22,269345000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.804884845398152,0.9990327523212887,0.9019587988597204,0.9990327523212887,False,61733,2904379,30178348
3296000,0.0012250319824035454,0.9018987341772152,0.00116519273811745,0.021287016771096946,204.91451355661883,210.0,63.471751090432825,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021838635.1 Proteobacteria bacterium, ASM2183863v1",964c20ab2b190d8a4a3e3733a331e8a0,0.9482163406214039,3135000,23,266210000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8055069127806855,0.9982862251805434,0.9018965689806144,0.9982862251805434,False,642407,3546786,30178348
3134000,0.0011648210657926915,0.9964901084875558,0.0011607326702203497,0.04004974029724888,387.0108869676593,411.0,99.58497551665577,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021851785.1 Proteobacteria bacterium, ASM2185178v1",eb5eedf6648bd303f95bb9277656852a,1.0,3123000,24,263087000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8041983922432222,1.0,0.9020991961216112,1.0,False,1208635,4755421,30178348
3109000,0.0011555292576737326,0.9909996785599485,0.0011458657772300154,0.007056980057357679,69.07817061303925,69.0,21.39328046839859,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021850325.1 Actinomycetia bacterium, ASM2185032v1",be46c944d4d7fda0304851d7172830dc,0.9993571198971392,3083000,25,260004000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.803990650200543,0.9999792554784324,0.9019849528394877,0.9999792554784324,False,212968,4968389,30178348
3118000,0.0011588743085965579,0.9606741573033708,0.0011440074156062235,0.0010147672761941773,9.949317738791423,6.0,43.74521636733664,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021805805.1 Proteobacteria bacterium, ASM2180580v1",9632f9adaa67e3fc56f68f658825c78b,0.9731585518102372,3078000,26,256926000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8040656229597829,0.9991226992931471,0.9015941611264651,0.9991226992931471,False,30624,4999013,30178348
3080000,0.0011447507602557402,0.9703095388502843,0.0011417773816576734,0.0014756606292697003,14.496419270833334,13.0,9.952359838000499,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021807785.1 Proteobacteria bacterium, ASM2180778v1",207c1f0fecf151e513c852782b5d82e0,0.9728363866077069,3072000,27,253854000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.803747634490384,0.9991120278848671,0.9014298311876255,0.9991120278848671,False,44533,5043546,30178348
3022000,0.0011231937654197555,0.9920582395764395,0.001114273629625555,0.0014018328637472137,14.111074049366245,14.0,4.996329951992743,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021828865.1 Firmicutes bacterium, ASM2182886v1",77d580e68401f6578c75e5b4127aac15,1.0,2998000,28,250856000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8032548877945631,1.0,0.9016274438972816,1.0,False,42305,5085851,30178348
3016000,0.0011209637314712054,0.4597966728280961,0.0011094418894036964,0.00020952107782705668,2.118257956448911,2.0,2.2773559370708254,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCF_014230465.1 Pseudomonas cremoris strain=WS 5106, ASM1423046v1",83caccbde25b96c9bd7b2585c5dcbdbc,0.4645717806531115,2985000,29,247871000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8032033926784056,0.9755729917484217,0.8893881922134137,0.9755729917484217,False,6323,5092174,30178348
3277000,0.0012179702082331368,0.8460419091967404,0.0010804514480725444,0.006285002744351679,65.24630202958376,70.0,24.77210644186006,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021816455.1 Acidobacteria bacterium, ASM2181645v1",7a93ff0d66d902a80de09a695370c79f,0.9537252619324796,2907000,30,244964000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8053567064433113,0.9984727920673336,0.9019147492553224,0.9984727920673336,False,189671,5281845,30178348
2950000,0.001096433358037154,0.5334813170551239,0.0010719029846031022,0.0006725020203226499,7.037101248266297,4.0,24.92879617427377,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021809885.1 Actinomycetia bacterium, ASM2180988v1",476d0caa838d7109c7605d581a0a2ca8,0.5456899741028487,2884000,31,242080000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.802630310028401,0.980650798458544,0.8916405542434724,0.980650798458544,False,20295,5302140,30178348
2892000,0.0010748763632011692,0.9944694089180781,0.0010693012783297938,0.0024500678433425184,25.70003475842892,24.0,35.33126480194099,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021846025.1 Proteobacteria bacterium, ASM2184602v1",cefe84fb9353f69b58eb394e73120c7a,0.9996543380573799,2877000,32,239203000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.802116354569015,0.9999888477493649,0.90105260115919,0.9999888477493649,False,73939,5376079,30178348
3086000,0.0011469807942042904,0.9267660401814647,0.0010629828488089017,0.012495879496120861,131.8548951048951,128.0,37.288587192051224,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021806045.1 Actinomycetia bacterium, ASM2180604v1",650dae78a664a6af1d23e0fb86db089a,1.0,2860000,33,236343000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8037980947533065,1.0,0.9018990473766533,1.0,False,377105,5753184,30178348
3212000,0.0011938115071238435,0.8174717963552213,0.0010503459897671175,0.001523575776911314,16.269992922859164,10.0,64.96053839267383,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021792815.1 Proteobacteria bacterium, ASM2179281v1",bd5d733607b480e05c293a8c920ad90c,0.9291293028637547,2826000,34,233517000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8048363914262396,0.9976316037686818,0.9012339975974607,0.9976316037686818,False,45979,5799163,30178348
2902000,0.0010785930864487528,0.8204452255418864,0.0010410541816481586,0.0006321088218612895,6.810424848268475,6.0,9.942073130609707,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021816585.1 Proteobacteria bacterium, ASM2181658v1",1654438fdabd4f58d130059bf1ab3a8f,0.8500292911540714,2801000,35,230716000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8022056752022121,0.9947722778367222,0.8984889765194671,0.9947722778367222,False,19076,5818239,30178348
2787000,0.0010358507691015416,0.521302783563719,0.0010232139100597574,0.00026873571740905104,2.945877224845623,2.0,10.964244230503635,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021846945.1 Acidobacteria bacterium, ASM2184694v1",ae567d152a8563979645a9a6e7cd3188,0.5277409581518652,2753000,36,227963000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8011600118166738,0.9795933591498804,0.8903766854832771,0.9795933591498804,False,8110,5826349,30178348
2740000,0.001018382169837899,0.9763694951664876,0.0010135504296160402,0.0005425412948382728,6.0040337367070045,5.0,4.57656839000775,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021798745.1 Actinomycetia bacterium, ASM2179874v1",ebed220c9b14b1220ecdecc02158efea,0.9810239885427855,2727000,37,225236000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8007205842500453,0.9993821791053584,0.9000513816777018,0.9993821791053584,False,16373,5842722,30178348
2836000,0.001054062713014701,0.9471458773784355,0.0009990552089504643,0.0019281042156449385,21.646949404761905,21.0,7.512934159299144,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021846125.1 Actinomycetia bacterium, ASM2184612v1",8c5382a9c595ab4c3c5cd25589e7e7a9,0.9992952783650458,2688000,38,222548000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8016105676808503,0.9999772592886393,0.9007939134847448,0.9999772592886393,False,58187,5900909,30178348
2693000,0.001000913570574256,0.7951234017246506,0.0009938517964038472,0.00032725449385102195,3.693343305908751,3.0,11.162774402118735,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021828475.1 Actinomycetia bacterium, ASM2182847v1",871d56a6ffb60d0c6a18054f68a889eb,0.8007731192387749,2674000,39,219874000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.800273800786342,0.9928586018748637,0.8965662013306028,0.9928586018748637,False,9876,5910785,30178348
3061000,0.0011376889860853314,0.871937275400196,0.0009919934347800555,0.002896878251917567,32.75496440614462,29.0,18.08694031026374,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021851335.1 Acidobacteria bacterium, ASM2185133v1",fb92c3c7969d0d9c305bea35178ba1ec,1.0,2669000,40,217205000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8035872137358453,1.0,0.9017936068679226,1.0,False,87423,5998208,30178348
2573000,0.0009563128916032532,0.9884570988841862,0.0009548262023042197,0.0005975476192401254,7.019462826002336,6.0,3.8630218306339925,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021846225.1 Proteobacteria bacterium, ASM2184622v1",e0fc8be8460d65e5accb8844e04c9c3d,0.9899961523662947,2569000,41,214636000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.7990979201945188,0.9996757228356687,0.8993868215150937,0.9996757228356687,False,18033,6016241,30178348
2573000,0.0009563128916032532,0.9965075669383003,0.0009544545299794613,0.004223856123602259,49.63746105919003,49.0,14.322273628956028,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021805775.1 bacterium, ASM2180577v1",597d143c1e08e125a4c919e55a4ad45a,0.9984478075281334,2568000,42,212068000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.7990979201945188,0.9999498916306075,0.8995239059125631,0.9999498916306075,False,127469,6143710,30178348
2566000,0.0009537111853299446,0.9968835216205687,0.0009511094790566362,0.001383110831646583,16.311059007424774,16.0,8.5174669859654,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021851465.1 Acidobacteria bacterium, ASM2185146v1",f548c3bec21eeb208b342b031822c004,0.9996104402025711,2559000,43,209509000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.7990276988872159,0.9999874311855831,0.8995075650363995,0.9999874311855831,False,41740,6185450,30178348
2565000,0.0009533395130051863,0.7959438377535102,0.0009481361004585693,0.0002331472882478524,2.758134065072521,2.0,1.926498125790661,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021808485.1 Planctomycetes bacterium, ASM2180848v1",72415bc123f0760fe121ee0e56530506,0.8003120124804992,2551000,44,206958000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.7990176521418085,0.9928401543227886,0.8959289032322986,0.9928401543227886,False,7036,6192486,30178348
2472000,0.0009187739868026591,0.9983818770226537,0.0009172872975036257,0.0030072222641212834,36.77188006482982,36.0,24.192958849458915,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021851865.1 Proteobacteria bacterium, ASM2185186v1",ac465d1eae7e946c15927f93e1b9a798,1.0,2468000,45,204490000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.7980663327177681,1.0,0.899033166358884,1.0,False,90753,6283239,30178348
3103000,0.0011532992237251825,0.34914099105494817,0.0009139422465808004,0.0009029321286904107,11.08133387555917,2.0,49.691794024172076,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021850555.1 Proteobacteria bacterium, ASM2185055v1",396c8c711406289fed8dcf8b984da416,0.440579298594349,2459000,46,202031000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8039405515869973,0.9739056963944362,0.8889231239907167,0.9739056963944362,False,27249,6310488,30178348
2427000,0.000902048732188533,0.8646616541353384,0.0008975886642914327,0.0003365326690513344,4.205383022774327,4.0,3.9462291679848263,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021801235.1 Actinomycetia bacterium, ASM2180123v1",e89224a8cbe2079444de66a1479d9d38,0.8689581095596133,2415000,47,199616000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.7975935126522357,0.9954792700393145,0.8965363913457751,0.9954792700393145,False,10156,6320644,30178348
2409000,0.0008953586303428826,0.9279661016949152,0.0008953586303428826,0.0003868999058530308,4.846824408468244,4.0,2.8413478965318735,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021805205.1 Actinomycetia bacterium, ASM2180520v1",caa3bfc7c440db52fb8988d3071b25a9,0.9279661016949152,2409000,48,197207000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.7974020050628952,0.9975912902787166,0.897496647670806,0.9975912902787166,False,11676,6332320,30178348
2842000,0.0010562927469632514,0.7536835361947469,0.0008745449801564146,0.006619812323722956,84.90225244368891,75.0,50.26915874040821,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021849615.1 Proteobacteria bacterium, ASM2184961v1",88a10f2823e44159679afd7227bfc1b1,0.9103139013452914,2353000,49,194854000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.8016652192409087,0.9969734347168057,0.8993193269788572,0.9969734347168057,False,199775,6532095,30178348
2812000,0.0010451425772205006,0.8181184668989547,0.0008726866185326228,0.0031503712529261044,40.49105621805792,41.0,15.083792256368955,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021804655.1 Acidobacteria bacterium, ASM2180465v1",b6ad236762bac027bea036b4636bffdb,0.9797909407665505,2348000,50,192506000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.801390836659751,0.9993416343719121,0.9003662355158315,0.9993416343719121,False,95073,6627168,30178348
2298000,0.0008541030022947049,0.995213228894691,0.000850014606722363,0.03283973662176604,433.34018364669873,450.0,297.4904255161412,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021846265.1 Actinomycetia bacterium, ASM2184626v1",8855fad2f3c519b7ed8f67394d575c1c,1.0,2287000,51,190219000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.796189525185452,1.0,0.898094762592726,1.0,False,991049,7618217,30178348
2248000,0.0008355193860567871,0.997338065661047,0.0008355193860567871,0.0009202624345109945,12.354092526690392,12.0,4.777251027457021,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021810505.1 bacterium, ASM2181050v1",4588faae13cd15d0ec0fd3f44daeb5ff,0.997338065661047,2248000,52,187971000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.7956247328888915,0.9999140203549731,0.8977693766219323,0.9999140203549731,False,27772,7645989,30178348
2262000,0.000840722798603404,0.7412541254125412,0.0008347760414072704,0.011426304713564837,153.52938557435442,106.0,241.2835607858513,/home/mttran1/mttran1/gtdb-rs214-reps.k31.zip,"GCA_021827205.1 Proteobacteria bacterium, ASM2182720v1",eb74d17fc014f0442a58b59372436783,0.7465346534653465,2246000,53,185725000,-,SRR13201271,e3797f4b,2690542000,31,DNA,1000,2690542,True,0.79578409055299,0.990614858531155,0.8931994745420726,0.990614858531155,False,344827,7990816,30178348
